project_id,state,project_type,land_area_hectares,affected_families,compensation_disbursed_pct,approval_stage_days,legal_disputes_count,rehabilitation_progress_pct,documentation_completeness_pct,stakeholder_responsiveness_score,past_dept_delay_rate_pct,delayed
LA-1533,Madhya Pradesh,Urban Metro,27.8,178,69.3,312,1,7.6,81.2,7.5,48.1,0
LA-1534,Odisha,Dam/Reservoir,146.8,263,68.4,617,1,65.6,75.3,1.5,76.6,1
LA-1535,Bihar,Port Development,60.0,1899,46.9,158,0,75.4,63.6,1.4,40.2,1
LA-1536,Karnataka,Industrial Corridor,38.3,1041,77.0,438,0,25.1,73.2,5.0,59.2,0
LA-1537,Maharashtra,Highway,4.1,928,79.6,268,0,28.0,44.8,4.4,28.8,0
LA-1538,Gujarat,Dam/Reservoir,30.6,1376,61.8,446,1,68.4,80.1,5.9,26.6,0
LA-1539,Uttar Pradesh,Power Transmission Line,75.1,1262,44.3,689,0,32.1,100.0,7.3,73.5,0
LA-1540,Kerala,Irrigation Canal,110.6,1229,55.6,797,0,53.4,97.8,3.8,37.2,0
LA-1541,Uttar Pradesh,Dam/Reservoir,43.2,51,40.9,374,2,77.0,81.5,2.7,16.3,1
LA-1542,West Bengal,Urban Metro,123.0,1105,35.0,746,0,52.7,98.7,8.4,79.6,0
LA-1543,Bihar,Urban Metro,18.1,561,27.0,635,1,63.3,66.7,2.5,41.0,1
LA-1544,Haryana,Irrigation Canal,57.5,1616,35.8,830,0,70.4,56.0,8.2,33.2,0
LA-1545,Uttar Pradesh,Dam/Reservoir,58.7,1013,33.8,668,1,43.7,84.0,6.3,9.7,0
LA-1546,Rajasthan,Power Transmission Line,65.9,251,61.0,500,0,63.8,54.8,3.6,50.1,0
LA-1547,Odisha,Industrial Corridor,47.9,1773,63.1,610,0,56.3,67.9,3.8,69.7,0
LA-1548,Gujarat,Port Development,55.2,572,43.3,292,2,2.8,74.8,4.3,59.2,1
LA-1549,Telangana,Urban Metro,17.7,546,24.3,609,2,43.8,61.8,6.3,44.1,0
LA-1550,Punjab,Railway,103.5,1872,45.5,640,0,38.0,95.1,9.8,34.1,0
LA-1551,Rajasthan,Irrigation Canal,81.4,1551,95.4,553,0,21.5,48.6,3.9,49.9,0
LA-1552,Haryana,Irrigation Canal,53.6,1719,33.0,101,1,10.4,81.8,9.5,29.4,0
LA-1553,Tamil Nadu,Dam/Reservoir,82.7,1326,66.1,471,0,39.7,79.9,2.8,42.1,0
LA-1554,Jharkhand,Urban Metro,105.8,1821,47.6,642,0,32.8,10.8,2.0,50.4,1
LA-1555,Gujarat,Irrigation Canal,65.2,234,73.4,186,1,45.3,68.4,5.8,47.0,0
LA-1556,Kerala,Urban Metro,157.4,1201,14.4,710,0,55.4,85.4,9.8,57.8,0
LA-1557,Assam,Urban Metro,69.2,590,39.1,760,1,82.9,96.1,5.4,12.8,0
LA-1558,Punjab,Power Transmission Line,20.4,799,63.9,489,0,29.7,97.3,8.2,6.8,0
LA-1559,Haryana,Power Transmission Line,51.6,479,22.0,868,0,24.4,51.5,5.3,68.4,1
LA-1560,Gujarat,Dam/Reservoir,85.0,414,49.2,773,0,90.7,58.1,8.7,74.6,0
LA-1561,Uttar Pradesh,Industrial Corridor,105.8,887,20.4,425,1,5.7,76.1,8.3,45.6,0
LA-1562,Karnataka,Railway,48.6,1836,17.0,797,1,36.8,73.5,7.2,35.9,1
LA-1563,Bihar,Urban Metro,18.9,1272,60.1,840,0,20.2,73.6,6.5,47.6,0
LA-1564,Assam,Industrial Corridor,35.6,701,62.4,106,0,68.6,95.7,5.7,49.5,0
LA-1565,West Bengal,Industrial Corridor,11.8,869,43.1,898,0,48.4,89.6,9.6,57.8,0
LA-1566,West Bengal,Urban Metro,74.3,1062,55.2,14,0,11.4,64.4,6.0,26.6,0
LA-1567,West Bengal,Dam/Reservoir,30.2,492,75.3,442,0,46.3,64.9,4.0,33.4,0
LA-1568,Telangana,Irrigation Canal,23.4,1044,52.7,844,1,38.0,73.7,8.9,34.4,0
LA-1569,Odisha,Power Transmission Line,79.5,1393,49.3,654,1,62.5,74.4,6.9,41.6,1
LA-1570,Jharkhand,Railway,121.3,490,22.3,247,0,78.9,72.4,6.0,7.7,0
LA-1571,Rajasthan,Urban Metro,23.3,1171,50.8,582,1,57.5,96.3,7.1,38.3,0
LA-1572,Madhya Pradesh,Power Transmission Line,48.9,1418,14.8,201,0,24.1,54.4,4.1,79.8,1
LA-1573,Uttar Pradesh,Irrigation Canal,36.9,1041,34.8,221,0,81.7,93.1,4.8,44.4,0
LA-1574,Uttar Pradesh,Urban Metro,109.2,587,31.2,821,0,62.5,95.8,2.8,65.6,1
LA-1575,Tamil Nadu,Power Transmission Line,40.3,1111,17.3,51,1,42.2,79.5,8.7,38.9,0
LA-1576,Assam,Power Transmission Line,17.3,1587,52.3,866,1,53.2,81.1,7.0,13.9,1
LA-1577,Gujarat,Power Transmission Line,41.8,447,54.2,413,0,38.7,33.3,8.4,39.8,0
LA-1578,Assam,Irrigation Canal,94.0,1151,17.9,67,0,45.1,81.3,3.9,6.3,0
LA-1579,Maharashtra,Railway,35.1,1362,37.2,710,0,28.5,91.7,10.0,14.4,0
LA-1580,Maharashtra,Port Development,25.5,646,50.2,52,2,30.5,91.2,4.2,42.9,0
LA-1581,Haryana,Highway,38.9,778,29.4,299,0,25.0,84.1,4.2,33.2,0
LA-1582,Maharashtra,Irrigation Canal,17.8,1778,69.1,224,1,45.5,73.7,9.6,22.2,0
LA-1583,Uttar Pradesh,Urban Metro,36.8,730,75.6,708,0,45.6,32.1,6.9,20.5,0
LA-1584,Rajasthan,Railway,27.2,1198,45.0,363,0,30.8,81.5,9.4,44.2,0
LA-1585,Assam,Urban Metro,176.4,303,53.2,592,0,45.8,84.8,6.6,68.7,1
LA-1586,Kerala,Urban Metro,5.5,1852,46.6,74,0,81.2,72.9,3.2,38.0,0
LA-1587,Maharashtra,Urban Metro,20.3,1195,33.9,629,0,44.1,19.9,4.5,83.6,1
LA-1588,Haryana,Irrigation Canal,25.5,1521,18.6,642,1,58.2,68.0,8.7,80.3,1
LA-1589,Haryana,Highway,17.9,1207,10.9,264,2,80.4,44.9,5.4,43.4,0
LA-1590,Punjab,Dam/Reservoir,57.9,714,75.4,794,0,77.4,53.1,7.4,22.1,0
LA-1591,Assam,Irrigation Canal,22.9,683,43.9,428,0,75.2,77.2,2.5,30.4,0
LA-1592,West Bengal,Port Development,10.5,1403,89.0,603,1,35.4,76.8,4.6,35.0,0
LA-1593,Jharkhand,Railway,45.6,1720,36.9,171,1,49.9,91.5,8.6,13.7,0
LA-1594,Tamil Nadu,Railway,33.5,259,25.7,840,1,54.6,62.5,9.5,52.7,1
LA-1595,Punjab,Port Development,23.9,1691,52.6,229,1,27.1,28.9,3.9,21.3,0
LA-1596,Odisha,Dam/Reservoir,107.3,1660,23.8,567,1,25.6,82.8,2.6,63.5,1
LA-1597,Punjab,Port Development,59.4,222,75.5,89,1,15.7,89.7,1.2,69.0,1
LA-1598,Telangana,Port Development,54.6,220,56.0,49,1,60.6,87.0,2.1,31.6,0
LA-1599,Telangana,Railway,60.3,1391,18.7,122,0,40.1,68.7,8.5,10.9,0
LA-1600,Odisha,Dam/Reservoir,58.1,1686,17.6,849,1,72.5,68.8,5.1,55.8,1
LA-1601,Punjab,Urban Metro,34.9,790,37.6,197,1,48.6,74.0,3.6,62.1,1
LA-1602,Kerala,Railway,23.1,1283,39.6,792,1,18.7,96.8,8.0,22.4,0
LA-1603,Bihar,Railway,46.4,1999,17.6,526,0,89.0,34.9,8.1,49.9,1
LA-1604,Haryana,Port Development,34.4,648,94.8,88,0,77.8,70.5,4.3,52.5,0
LA-1605,Gujarat,Irrigation Canal,5.4,453,18.9,402,1,73.8,87.1,9.1,9.7,0
LA-1606,Tamil Nadu,Port Development,16.4,1983,47.0,436,0,81.1,79.6,5.2,12.1,1
LA-1607,Gujarat,Railway,30.9,564,38.8,247,0,17.0,89.1,3.4,26.9,0
LA-1608,Jharkhand,Irrigation Canal,80.7,947,18.3,547,0,69.2,81.0,9.1,29.7,0
LA-1609,Haryana,Irrigation Canal,46.5,887,12.9,776,1,73.7,91.9,2.4,58.2,0
LA-1610,Haryana,Irrigation Canal,19.6,1048,79.2,796,0,41.5,66.1,10.0,47.7,0
LA-1611,Karnataka,Urban Metro,15.1,541,33.7,477,2,61.1,71.4,6.5,25.1,0
LA-1612,Punjab,Dam/Reservoir,92.9,1359,26.3,805,1,25.9,85.4,9.2,33.8,0
LA-1613,Rajasthan,Dam/Reservoir,36.2,1385,38.3,831,1,63.8,86.5,2.6,48.5,1
LA-1614,Telangana,Urban Metro,0.7,405,74.0,88,0,88.1,92.0,4.5,43.5,0
LA-1615,Telangana,Railway,38.1,964,28.6,575,0,34.3,91.7,8.9,19.3,0
LA-1616,West Bengal,Dam/Reservoir,68.9,119,46.5,698,1,20.3,72.0,8.5,23.2,0
LA-1617,Madhya Pradesh,Industrial Corridor,14.6,445,65.6,24,0,22.2,89.6,8.8,24.1,0
LA-1618,Uttar Pradesh,Industrial Corridor,43.9,1974,52.3,547,1,52.0,83.2,3.5,16.6,0
LA-1619,Bihar,Urban Metro,47.1,1015,43.2,822,1,33.3,56.9,6.6,55.4,1
LA-1620,Rajasthan,Port Development,15.5,1247,78.7,248,0,48.2,89.8,4.5,1.0,0
LA-1621,Karnataka,Dam/Reservoir,98.7,1778,13.9,773,0,22.4,89.0,3.9,38.3,1
LA-1622,Bihar,Industrial Corridor,47.7,1428,28.5,841,0,74.5,74.8,5.7,47.7,0
LA-1623,Rajasthan,Industrial Corridor,30.8,1585,87.7,575,0,41.7,97.9,7.4,56.1,0
LA-1624,Odisha,Urban Metro,36.4,1425,68.2,570,0,53.2,19.8,5.7,53.2,1
LA-1625,West Bengal,Irrigation Canal,12.7,1000,37.4,485,1,8.0,68.1,3.1,67.6,0
LA-1626,Tamil Nadu,Irrigation Canal,12.2,1266,49.9,374,0,35.0,41.0,8.3,68.1,0
LA-1627,Tamil Nadu,Urban Metro,28.5,580,62.3,413,1,60.1,96.3,9.8,59.9,0
LA-1628,Gujarat,Highway,30.0,1781,82.1,474,2,32.1,70.1,4.3,48.2,1
LA-1629,Tamil Nadu,Irrigation Canal,34.5,363,53.8,439,2,36.2,99.1,8.6,55.5,0
LA-1630,Kerala,Urban Metro,104.7,1768,40.2,745,1,16.2,34.7,8.8,10.6,0
LA-1631,Tamil Nadu,Dam/Reservoir,66.3,1757,23.2,694,1,56.6,48.1,3.3,27.0,1
LA-1632,Rajasthan,Industrial Corridor,6.6,288,79.7,319,0,34.4,93.7,7.3,39.6,0
LA-1633,Rajasthan,Power Transmission Line,91.4,1421,60.0,466,1,14.0,65.1,9.4,59.2,0
LA-1634,Bihar,Power Transmission Line,28.3,1979,85.0,201,4,42.2,71.2,7.7,14.9,1
LA-1635,Telangana,Urban Metro,70.9,1146,22.5,166,2,63.0,93.1,1.3,61.0,1
LA-1636,West Bengal,Industrial Corridor,30.2,683,50.9,338,1,40.3,81.9,6.4,19.3,0
LA-1637,Madhya Pradesh,Highway,45.5,1759,71.0,61,0,38.3,37.4,8.0,14.1,0
LA-1638,Punjab,Industrial Corridor,13.7,1027,77.6,770,0,51.0,84.8,6.6,53.5,0
LA-1639,Jharkhand,Power Transmission Line,53.3,247,68.5,122,0,31.8,71.9,1.3,62.6,0
LA-1640,Telangana,Urban Metro,76.6,502,49.3,300,0,48.3,45.4,2.1,37.2,1
LA-1641,Assam,Dam/Reservoir,8.2,1366,88.0,233,0,68.8,71.6,8.2,41.1,1
LA-1642,Haryana,Dam/Reservoir,77.5,913,57.7,194,1,57.8,64.5,5.4,23.6,0
LA-1643,Karnataka,Industrial Corridor,23.0,437,75.1,337,3,33.6,47.7,9.6,73.7,1
LA-1644,Punjab,Irrigation Canal,127.7,1599,80.9,650,0,43.5,54.0,4.7,35.5,1
LA-1645,Tamil Nadu,Power Transmission Line,71.8,245,55.9,804,1,35.8,59.1,8.4,72.2,0
LA-1646,Karnataka,Railway,63.2,442,73.8,177,0,46.8,94.7,1.3,11.6,0
LA-1647,Gujarat,Dam/Reservoir,36.6,933,55.1,222,0,15.0,76.8,8.6,56.7,0
LA-1648,Jharkhand,Port Development,197.7,83,71.3,427,1,24.7,65.9,8.7,60.3,0
LA-1649,Haryana,Port Development,28.4,777,12.6,294,0,34.7,81.0,4.3,41.1,0
LA-1650,Karnataka,Irrigation Canal,16.8,1820,93.7,721,1,76.1,89.9,3.8,13.2,0
LA-1651,Telangana,Irrigation Canal,23.8,1882,20.8,208,0,31.1,78.8,9.2,34.6,0
LA-1652,West Bengal,Port Development,86.4,1744,46.7,368,0,75.7,75.8,8.0,59.0,0
LA-1653,Punjab,Industrial Corridor,44.8,651,92.8,495,0,52.1,95.0,6.4,29.4,0
LA-1654,Gujarat,Urban Metro,39.9,134,34.3,349,1,18.9,49.1,4.9,19.9,0
LA-1655,Gujarat,Power Transmission Line,28.8,1630,83.8,559,0,44.4,79.4,9.2,36.2,0
LA-1656,Punjab,Power Transmission Line,38.3,749,43.7,721,0,55.5,95.7,7.7,63.3,0
LA-1657,Telangana,Urban Metro,27.1,1498,34.6,483,2,50.2,78.0,4.8,10.2,1
LA-1658,Maharashtra,Port Development,67.5,242,57.8,416,1,33.9,70.7,5.5,23.0,0
LA-1659,Madhya Pradesh,Irrigation Canal,33.9,1337,53.2,857,0,32.4,70.0,1.9,48.8,0
LA-1660,Bihar,Port Development,24.2,1174,48.5,883,0,41.0,94.6,8.3,19.8,0
LA-1661,Kerala,Railway,81.5,1841,47.2,895,0,7.7,48.0,8.6,41.2,0
LA-1662,Uttar Pradesh,Power Transmission Line,17.3,208,69.9,24,0,20.3,84.6,4.2,89.0,0
LA-1663,West Bengal,Dam/Reservoir,45.3,818,53.2,755,0,72.5,78.9,3.8,93.5,0
LA-1664,Odisha,Dam/Reservoir,5.4,1979,33.0,809,0,37.2,79.6,3.3,50.7,1
LA-1665,Kerala,Dam/Reservoir,11.2,782,73.6,726,0,55.9,46.6,2.6,38.7,1
LA-1666,Gujarat,Irrigation Canal,31.0,1317,86.8,677,0,47.8,60.9,9.5,71.4,0
LA-1667,Haryana,Port Development,26.7,326,81.9,335,0,8.8,88.5,7.8,37.0,0
LA-1668,Assam,Dam/Reservoir,26.7,1458,38.1,656,0,33.3,48.9,4.9,46.6,1
LA-1669,Bihar,Dam/Reservoir,72.2,555,65.1,526,2,65.1,57.5,2.0,2.9,1
LA-1670,Jharkhand,Highway,75.2,1146,47.4,750,0,9.2,81.2,2.3,73.3,1
LA-1671,Odisha,Urban Metro,52.1,1760,14.4,322,0,95.0,80.9,7.4,27.2,0
LA-1672,Telangana,Dam/Reservoir,16.5,1323,26.4,670,0,55.7,84.2,2.8,70.0,0
LA-1673,Maharashtra,Port Development,38.0,951,29.2,708,0,50.9,93.5,4.1,19.9,0
LA-1674,Odisha,Railway,139.8,384,54.0,752,0,54.7,72.8,9.6,30.8,0
LA-1675,Kerala,Port Development,185.1,685,82.5,162,3,43.6,56.5,6.2,28.3,0
LA-1676,Odisha,Highway,82.0,1699,30.5,778,1,74.7,68.2,8.3,19.5,0
LA-1677,Maharashtra,Power Transmission Line,17.1,436,69.5,202,2,59.7,32.0,1.9,37.5,0
LA-1678,Gujarat,Urban Metro,38.3,1314,12.6,844,1,8.3,95.1,4.0,67.1,1
LA-1679,Assam,Power Transmission Line,49.6,972,79.7,44,0,39.0,50.0,9.1,8.1,0
LA-1680,Kerala,Urban Metro,44.1,645,45.9,209,0,40.6,89.0,8.3,33.4,0
LA-1681,Bihar,Railway,88.0,1434,35.8,551,0,34.4,48.9,7.5,51.1,1
LA-1682,Jharkhand,Industrial Corridor,70.0,727,46.7,493,0,69.2,37.6,6.3,39.7,0
LA-1683,Jharkhand,Urban Metro,16.2,576,60.2,622,0,22.7,95.3,3.4,33.0,0
LA-1684,Bihar,Urban Metro,24.7,1060,54.9,369,0,23.6,87.8,6.3,52.3,0
LA-1685,Punjab,Irrigation Canal,81.8,1516,29.8,12,0,72.6,60.7,1.5,22.2,0
LA-1686,Rajasthan,Irrigation Canal,107.0,1728,56.1,559,1,28.1,72.1,2.8,11.3,1
LA-1687,Odisha,Irrigation Canal,50.0,1261,31.4,464,0,44.2,92.2,5.7,76.4,1
LA-1688,Karnataka,Power Transmission Line,116.0,1325,14.7,462,0,15.9,44.3,1.0,53.0,1
LA-1689,Punjab,Industrial Corridor,45.9,1576,51.6,345,0,55.4,86.8,3.1,8.2,0
LA-1690,Jharkhand,Irrigation Canal,19.0,542,54.6,802,1,54.5,39.5,2.4,16.5,0
LA-1691,Punjab,Power Transmission Line,65.6,505,21.7,715,0,24.5,34.0,4.1,37.3,0
LA-1692,Assam,Irrigation Canal,239.0,970,50.4,171,0,31.2,58.1,8.7,40.9,0
LA-1693,Jharkhand,Railway,12.8,1263,12.7,44,0,29.5,55.0,9.5,9.7,0
LA-1694,Maharashtra,Urban Metro,113.1,1293,81.0,171,3,30.1,90.5,2.5,69.1,1
LA-1695,Madhya Pradesh,Port Development,63.0,311,26.6,53,2,56.6,62.6,3.1,13.9,0
LA-1696,Kerala,Irrigation Canal,23.4,1562,45.1,641,0,18.5,46.7,8.6,9.9,0
LA-1697,Odisha,Port Development,5.5,730,46.9,561,0,45.2,78.7,2.6,28.0,0
LA-1698,Uttar Pradesh,Industrial Corridor,3.1,1755,85.7,422,0,4.5,99.3,7.7,31.8,0
LA-1699,Maharashtra,Railway,26.6,1450,8.4,536,0,58.8,86.0,1.8,60.9,1
LA-1700,Gujarat,Irrigation Canal,55.8,1965,91.6,729,1,45.3,40.3,6.8,54.1,1
LA-1701,Odisha,Highway,77.7,1265,75.8,749,0,12.0,73.7,3.4,60.2,1
LA-1702,Bihar,Highway,90.4,1057,51.9,396,1,38.9,64.2,7.7,35.3,1
LA-1703,Bihar,Irrigation Canal,52.2,379,57.8,537,3,32.0,46.5,5.7,40.2,1
LA-1704,Bihar,Power Transmission Line,46.4,800,48.3,523,0,45.0,43.1,2.6,40.4,1
LA-1705,Odisha,Port Development,31.8,1717,22.4,854,0,3.8,95.6,4.6,33.1,1
LA-1706,Uttar Pradesh,Railway,56.8,767,61.1,687,1,67.1,69.3,5.6,20.4,0
LA-1707,Odisha,Port Development,23.7,111,60.1,289,0,30.5,68.2,10.0,4.4,0
LA-1708,Karnataka,Railway,13.5,494,71.3,799,1,11.4,69.9,5.3,70.3,1
LA-1709,Karnataka,Railway,44.3,1192,86.0,364,0,32.1,97.5,2.4,17.1,1
LA-1710,Telangana,Urban Metro,73.6,1260,25.8,684,0,32.0,97.1,6.0,39.9,0
LA-1711,Gujarat,Port Development,10.8,1967,68.4,880,0,25.2,75.8,3.0,39.1,1
LA-1712,Kerala,Industrial Corridor,26.6,1868,64.9,729,1,22.0,41.6,8.9,39.5,0
LA-1713,Punjab,Highway,43.0,1065,17.1,105,0,9.3,30.2,8.5,28.0,0
LA-1714,Assam,Highway,42.3,1111,26.6,193,0,47.4,78.0,2.2,50.2,0
LA-1715,Punjab,Power Transmission Line,61.8,1602,7.8,718,1,10.7,63.7,6.3,69.7,1
LA-1716,Gujarat,Power Transmission Line,137.1,102,22.5,119,0,36.2,63.7,7.3,55.3,0
LA-1717,Karnataka,Dam/Reservoir,3.2,1192,41.6,20,1,65.3,45.2,3.3,54.8,1
LA-1718,West Bengal,Irrigation Canal,141.2,950,17.5,239,1,30.2,64.9,6.6,11.7,0
LA-1719,Odisha,Railway,133.1,1567,79.1,442,0,50.8,47.5,5.2,73.6,1
LA-1720,Bihar,Dam/Reservoir,78.6,1601,8.5,124,0,29.1,54.2,5.3,45.6,0
LA-1721,Assam,Railway,49.3,1312,39.7,146,1,54.8,42.5,6.0,61.7,0
LA-1722,Haryana,Highway,24.1,1316,21.1,311,0,50.8,66.4,6.1,33.4,0
LA-1723,Maharashtra,Power Transmission Line,77.9,1383,37.6,542,0,57.7,29.9,7.4,91.3,0
LA-1724,Punjab,Power Transmission Line,51.3,1162,51.2,494,0,67.9,44.7,5.1,48.2,0
LA-1725,Maharashtra,Industrial Corridor,32.4,459,52.5,720,2,19.6,31.7,7.5,21.0,1
LA-1726,Kerala,Dam/Reservoir,76.5,572,64.5,882,0,41.5,98.8,5.4,13.6,0
LA-1727,Maharashtra,Dam/Reservoir,85.9,1484,84.1,39,0,58.6,85.0,7.0,7.8,0
LA-1728,Karnataka,Irrigation Canal,106.5,1238,10.3,622,1,11.2,19.6,3.4,52.0,1
LA-1729,Telangana,Dam/Reservoir,21.8,479,64.2,155,0,33.8,92.3,5.9,32.9,0
LA-1730,Kerala,Urban Metro,97.3,1756,79.7,330,2,30.0,98.0,5.2,60.8,1
LA-1731,Rajasthan,Highway,32.9,1961,32.9,314,0,83.8,67.2,3.7,63.4,0
LA-1732,Assam,Dam/Reservoir,49.4,1254,35.0,633,2,93.1,65.9,1.6,30.9,1
LA-1733,Punjab,Railway,56.8,459,39.5,237,0,19.4,87.9,5.6,12.7,0
LA-1734,West Bengal,Industrial Corridor,91.9,1876,46.7,806,0,58.8,55.6,1.1,73.1,1
LA-1735,Telangana,Port Development,71.1,477,22.8,351,0,30.8,98.3,4.5,31.3,0
LA-1736,Kerala,Railway,31.9,867,51.0,735,0,78.6,98.8,4.3,59.2,0
LA-1737,Tamil Nadu,Irrigation Canal,3.8,1718,41.4,857,1,51.0,84.0,6.7,24.1,1
LA-1738,Kerala,Power Transmission Line,61.3,1043,74.2,464,0,48.1,92.8,9.9,12.6,0
LA-1739,Assam,Dam/Reservoir,47.9,489,47.8,100,1,36.9,48.3,8.7,44.3,0
LA-1740,Haryana,Railway,12.7,164,86.8,634,0,28.7,85.6,9.8,37.0,0
LA-1741,Punjab,Urban Metro,52.3,725,30.8,386,1,43.0,84.3,9.6,45.6,0
LA-1742,Telangana,Power Transmission Line,42.6,1345,83.8,311,1,65.7,63.1,1.7,21.1,0
LA-1743,Madhya Pradesh,Highway,105.7,1430,17.0,416,0,40.3,58.9,3.5,29.7,0
LA-1744,Punjab,Urban Metro,147.6,449,40.7,276,1,60.8,37.1,3.7,77.4,1
LA-1745,Tamil Nadu,Port Development,84.4,321,55.3,259,0,72.8,93.3,1.6,74.9,0
LA-1746,Gujarat,Industrial Corridor,40.7,1404,28.8,890,0,78.9,62.3,8.6,36.6,0
LA-1747,Tamil Nadu,Railway,45.6,322,57.8,257,1,45.7,94.2,9.1,9.9,0
LA-1748,Tamil Nadu,Railway,21.1,133,34.2,418,1,20.4,52.0,6.4,30.7,0
LA-1749,Bihar,Power Transmission Line,24.9,975,20.1,646,0,86.0,76.1,9.0,46.8,0
LA-1750,Jharkhand,Industrial Corridor,38.8,1143,48.7,206,0,47.6,80.5,7.4,61.8,0
LA-1751,Bihar,Industrial Corridor,35.7,491,15.3,559,0,32.4,86.1,5.0,35.6,0
LA-1752,Maharashtra,Railway,11.9,426,46.7,807,1,24.2,34.5,2.3,48.2,1
LA-1753,Assam,Industrial Corridor,106.5,475,36.0,733,1,7.6,77.6,9.6,30.1,0
LA-1754,Gujarat,Irrigation Canal,116.7,688,84.4,35,0,55.2,87.0,7.2,23.4,0
LA-1755,Karnataka,Urban Metro,104.2,23,48.4,370,1,30.0,83.8,4.2,65.1,1
LA-1756,Kerala,Port Development,119.4,28,76.3,10,0,35.0,42.9,2.2,95.7,0
LA-1757,Rajasthan,Urban Metro,176.2,744,22.1,549,1,36.6,36.7,8.2,76.9,0
LA-1758,Bihar,Highway,21.5,44,84.0,299,0,76.9,65.9,8.2,36.4,0
LA-1759,Kerala,Dam/Reservoir,171.3,639,55.2,805,0,61.9,67.2,5.9,52.5,1
LA-1760,Bihar,Highway,31.8,1163,30.6,166,0,55.0,83.0,10.0,11.4,0
LA-1761,Gujarat,Dam/Reservoir,68.0,67,41.3,767,1,68.1,80.5,4.5,32.3,0
LA-1762,Jharkhand,Highway,9.0,1237,54.7,314,1,42.3,72.7,9.5,24.9,0
LA-1763,Assam,Industrial Corridor,28.5,1244,62.1,828,1,26.1,65.6,6.7,52.7,0
LA-1764,Tamil Nadu,Highway,86.1,1148,23.4,187,0,24.1,91.5,7.6,26.8,0
LA-1765,Punjab,Highway,70.4,1255,85.2,249,0,65.9,56.3,9.3,34.6,0
LA-1766,Odisha,Urban Metro,31.3,1619,28.1,322,0,49.4,84.4,8.5,42.6,0
LA-1767,Karnataka,Urban Metro,45.6,146,13.4,887,0,32.2,97.8,3.6,10.4,0
LA-1768,Bihar,Highway,25.9,341,29.7,663,1,78.4,75.7,8.8,34.8,0
LA-1769,Rajasthan,Dam/Reservoir,85.9,637,92.1,736,0,65.6,77.7,5.9,17.4,0
LA-1770,Telangana,Irrigation Canal,111.3,1377,42.9,502,0,54.0,30.7,1.4,34.7,0
LA-1771,Jharkhand,Irrigation Canal,21.6,1746,39.5,717,1,53.6,37.3,7.1,59.7,1
LA-1772,Uttar Pradesh,Irrigation Canal,42.1,1837,57.9,567,2,36.4,75.5,5.5,27.6,1
LA-1773,Kerala,Power Transmission Line,11.4,1166,50.2,604,1,53.7,45.5,5.8,45.2,1
LA-1774,Haryana,Railway,51.1,823,73.3,755,0,38.3,80.7,4.7,29.2,0
LA-1775,Jharkhand,Power Transmission Line,63.0,826,24.1,885,0,33.1,69.2,1.6,9.7,0
LA-1776,Rajasthan,Railway,54.3,124,83.1,522,0,9.5,81.6,2.6,39.8,0
LA-1777,Maharashtra,Highway,59.4,932,71.5,402,2,78.1,77.3,7.8,24.1,0
LA-1778,Madhya Pradesh,Irrigation Canal,38.6,1028,1.8,591,1,23.5,79.8,3.1,17.5,0
LA-1779,Haryana,Urban Metro,39.4,420,57.7,669,0,50.7,48.5,6.6,13.5,0
LA-1780,Assam,Port Development,37.9,1537,39.7,887,1,15.9,45.2,5.9,42.7,1
LA-1781,Telangana,Irrigation Canal,27.7,1624,60.7,631,1,27.8,44.6,3.0,75.1,1
LA-1782,Maharashtra,Irrigation Canal,30.7,607,21.3,859,1,40.8,87.6,3.5,79.2,1
LA-1783,Maharashtra,Port Development,60.9,1828,73.6,661,0,56.0,53.7,4.5,25.6,1
LA-1784,Karnataka,Urban Metro,106.6,218,78.3,856,1,52.1,75.8,8.9,18.2,0
LA-1785,Odisha,Port Development,18.2,1821,28.4,678,0,32.7,88.8,9.5,52.8,0
LA-1786,Uttar Pradesh,Dam/Reservoir,39.3,1537,53.4,797,1,79.5,95.8,4.5,46.2,0
LA-1787,Telangana,Port Development,14.7,451,60.6,179,0,63.8,70.6,1.4,43.9,0
LA-1788,Gujarat,Dam/Reservoir,28.2,1302,33.7,893,0,35.3,62.0,6.4,70.8,0
LA-1789,Uttar Pradesh,Power Transmission Line,32.3,624,44.0,320,1,43.8,78.3,4.8,64.0,0
LA-1790,Maharashtra,Power Transmission Line,48.4,1600,49.4,719,1,25.8,99.9,5.4,38.0,0
LA-1791,Karnataka,Irrigation Canal,47.4,325,35.2,359,0,31.1,65.6,5.0,36.2,1
LA-1792,Kerala,Railway,41.8,493,77.3,417,0,82.2,46.7,6.9,27.5,0
LA-1793,Haryana,Urban Metro,57.4,617,45.5,675,0,55.0,85.2,3.7,20.2,0
LA-1794,Rajasthan,Urban Metro,19.9,403,62.0,491,1,23.4,64.3,9.0,78.9,0
LA-1795,Madhya Pradesh,Port Development,48.7,668,55.4,647,1,52.3,70.1,4.8,45.2,0
LA-1796,Jharkhand,Railway,71.8,1207,25.6,80,1,36.2,81.6,4.1,36.5,1
LA-1797,Karnataka,Power Transmission Line,19.7,1268,65.9,751,0,76.5,19.8,9.3,39.9,0
LA-1798,Tamil Nadu,Railway,7.1,1110,42.6,373,1,68.8,71.1,4.2,49.9,0
LA-1799,Karnataka,Dam/Reservoir,85.5,383,82.6,711,0,32.8,75.5,1.7,33.9,0
